date,volume,open,close,high,low,adjclose
6/25/18,31663100,183.3999939,182.1699982,184.9199982,180.7299957,181.5333405
6/26/18,24569200,182.9900055,184.4299927,186.5299988,182.5399933,183.7854309
6/27/18,25285300,185.2299957,184.1600037,187.2799988,184.0299988,183.5163879
6/28/18,17365200,184.1000061,185.5,186.2100067,183.8000031,184.8516998
6/29/18,22737700,186.2899933,185.1100006,187.1900024,182.9100037,184.4630737
7/2/18,17731300,183.8200073,187.1799927,187.3000031,183.4199982,186.5258179
7/3/18,13954800,187.7899933,183.9199982,187.9499969,183.5399933,183.2772217
7/5/18,16604200,185.2599945,185.3999939,186.4100037,184.2799988,184.7520447
7/6/18,17485200,185.4199982,187.9700012,188.4299927,185.1999969,187.3130798
7/9/18,19756600,189.5,190.5800018,190.6799927,189.3000031,189.9139557
7/10/18,15939100,190.7100067,190.3500061,191.2799988,190.1799927,189.6847534
7/11/18,18831500,188.5,187.8800049,189.7799988,187.6100006,187.2233887
7/12/18,18041100,189.5299988,191.0299988,191.4100037,189.3099976,190.362381
7/13/18,12513900,191.0800018,191.3300018,191.8399963,190.8999939,190.6613312
7/16/18,15043100,191.5200043,190.9100037,192.6499939,190.4199982,190.2427979
7/17/18,15534500,189.75,191.4499969,191.8699951,189.1999969,190.780899
7/18/18,16393400,191.7799988,190.3999939,191.8000031,189.9299927,189.7345734
7/19/18,20286800,189.6900024,191.8800049,192.5500031,189.6900024,191.2094116
7/20/18,20676200,191.7799988,191.4400024,192.4299927,190.1699982,190.7709503
7/23/18,15989400,190.6799927,191.6100006,191.9600067,189.5599976,190.9403534
7/24/18,18697900,192.4499969,193,193.6600037,192.0500031,192.3254852
7/25/18,16709900,193.0599976,194.8200073,194.8500061,192.4299927,194.1391449
7/26/18,19076000,194.6100006,194.2100067,195.9600067,193.6100006,193.5312653
7/27/18,24024000,194.9900055,190.9799957,195.1900024,190.1000061,190.3125458
7/30/18,21029500,191.8999939,189.9100037,192.1999969,189.0700073,189.2462921
7/31/18,39373000,190.3000031,190.2899933,192.1399994,189.3399963,189.6249542
8/1/18,67935700,199.1300049,201.5,201.7599945,197.3099976,200.7957916
8/2/18,62404000,200.5800018,207.3899994,208.3800049,200.3500061,206.6652069
8/3/18,33447400,207.0299988,207.9900055,208.7400055,205.4799957,207.2631073
